Datetime,City,Location,Latitude,Longitude,Direction,Type,Lanes_Blocked,Involved
2019-07-09 1:45 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,NB,ACCIDENT,1.0,MC AND L300
2019-07-09 3:10 PM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,2.0,BUS AND AUV
2019-07-09 3:16 PM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,WB,ACCIDENT,1.0,TAXI AND MIXER
2019-07-09 3:36 PM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,SB,ACCIDENT,1.0,CAR AND SUV
2019-07-09 7:14 PM,San Juan,ORTIGAS ROOSVELT,14.603466,121.04463,WB,ACCIDENT,1.0,2-CARS
2019-07-09 7:37 PM,Parañaque,MIA COSTAL,14.517417000000002,120.99331399999998,SB,ACCIDENT,1.0,SUV AND VAN
2019-07-09 8:50 PM,Quezon City,COMMONWEALTH DOÑA CARMEN,14.704882,121.081839,WB,ACCIDENT,2.0,AUV AND TAXI
2019-07-10 6:39 AM,Quezon City,MINDANAO NORTH,14.654561,121.035162,EB,ACCIDENT,1.0,PUJ AND PICK UP TRUCK
2019-07-10 7:28 AM,Quezon City,MINDANAO NORTH AVE,14.654565,121.035178,EB,ACCIDENT,1.0,BUS AND PUJ
2019-07-10 8:15 AM,Manila,ROXAS ARISTOCRAT,14.568298,120.983284,NB,ACCIDENT,1.0,2 MC'S
2019-07-10 8:43 AM,Pasig City,MARCOS HIGHWAY LIGAYA,14.618807,121.092719,WB,ACCIDENT,1.0,PUJ AND MC
2019-07-10 9:37 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,1.0,VAN AND AUV
2019-07-10 9:56 AM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,SB,ACCIDENT,1.0,2 CARS
2019-07-10 12:07 PM,Quezon City,QUEZON AVE EXAMINER,14.641349,121.0329,WB,ACCIDENT,1.0,TRUCK
2019-07-10 1:13 PM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,ACCIDENT,1.0,DELIVERY VAN AND CAR
2019-07-10 1:45 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,MULTIPLE COLLISION,1.0,3 MC
2019-07-10 2:02 PM,Quezon City,QUEZON AVE AGHAM,14.646323,121.040861,WB,ACCIDENT,1.0,UV EXPRESS AND PUJ
2019-07-10 2:12 PM,Quezon City,MINDANAO AVE TANDANG SORA,14.677102,121.03219,NB,ACCIDENT,1.0,DUMP TRUCK AND VAN
2019-07-10 2:40 PM,Quezon City,EDSA AURORA TUNNEL,14.621564,121.050149,SB,ACCIDENT,2.0,AUV AND SUV
2019-07-10 2:44 PM,Pasig City,C5 BAGONG ILOG,14.564141,121.069619,NB,ACCIDENT,1.0,2-CARS
2019-07-10 3:24 PM,Quezon City,ORTIGAS ROBINSONS,14.592515,121.058225,EB,ACCIDENT,1.0,CAR AND SUV
2019-07-10 3:29 PM,Quezon City,C5 MIRIAM KATIPUNAN,14.644291,121.074626,SB,ACCIDENT,1.0,PUJ AND SUV
2019-07-10 4:13 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,ACCIDENT,1.0,BUS AND CAR
2019-07-10 4:13 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,NB,ACCIDENT,1.0,BUS AND CAR
2019-07-10 4:57 PM,Quezon City,EDSA P TUAZON UNDERPASS,14.616404,121.052548,SB,ACCIDENT,1.0,2-CARS
2019-07-10 6:30 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,SB,ACCIDENT,1.0,AUV AND BUS
2019-07-10 7:26 PM,Marikina,MARCOS HIGHWAY SM MARIKINA,14.62556,121.08313400000002,WB,ACCIDENT,1.0,VAN AND CAR
2019-07-10 7:33 PM,Quezon City,EDSA FARMERS,14.619717,121.050978,NB,ACCIDENT,1.0,SUV AND CAR
2019-07-10 7:54 PM,Pasig City,ORTIGAS ADB,14.590107,121.062023,EB,ACCIDENT,1.0,VAN AND CAR
2019-07-10 8:35 PM,Quezon City,ORTIGAS AVE CORITHIAN,14.595873,121.059286,EB,ACCIDENT,1.0,AUV AND PUJ
2019-07-10 8:55 PM,Mandaluyong,EDSA SHAW BLVD,14.581153,121.053565,SB,ACCIDENT,1.0,CAR AND BUS
2019-07-10 10:52 PM,Makati City,EDSA MRT GUADALUPE,14.566651,121.045458,NB,ACCIDENT,1.0,BUS AND MC
2019-07-11 6:40 AM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,ACCIDENT,1.0,MC AND CAR
2019-07-11 8:51 AM,Quezon City,AURORA KATIPUNAN FLYOVER,14.631692,121.074217,NB,ACCIDENT,1.0,MC AND CAR
2019-07-11 8:53 AM,Quezon City,MINDANAO NORTH,14.654561,121.035162,EB,ACCIDENT,1.0,SUV AND PUJ
2019-07-11 9:25 AM,Quezon City,COMMONWEALTH CENTRAL,14.660874,121.063706,WB,ACCIDENT,1.0,MC AND PUJ
2019-07-11 9:26 AM,Quezon City,AURORA KATIPUNAN FLYOVER,14.631692,121.074217,NB,MULTIPLE COLLISION,1.0,MC CAR AND PICK UP TRUCK
2019-07-11 9:31 AM,Makati City,C5 MCKINLEY,14.54081,121.055331,SB,MULTIPLE COLLISION,2.0,MC TAXI INNOVA AND CLOSED VAN
2019-07-11 10:15 AM,Mandaluyong,EDSA SHAW TUNNEL,14.581153,121.053565,SB,ACCIDENT,1.0,2 CARS
2019-07-11 10:29 AM,Mandaluyong,EDSA SHAW,14.581153,121.053565,SB,ACCIDENT,1.0,BUS AND VAN
2019-07-11 11:44 AM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,NB,ACCIDENT,1.0,BUS AND CAR
2019-07-11 12:36 PM,Mandaluyong,EDSA BONI MRT,14.574014000000002,121.04841,SB,ACCIDENT,1.0,MC AND CAR
2019-07-11 12:37 PM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,2 SUV
2019-07-11 1:21 PM,Quezon City,C5 LIBIS,14.603015,121.079256,SB,ACCIDENT,1.0,MC AND PUJ
2019-07-11 5:30 PM,Quezon City,EDSA ROBINSONS GALLERIA ORTIGAS,14.592515,121.058225,NB,ACCIDENT,1.0,CAR AND BUS
2019-07-11 5:46 PM,Quezon City,EDSA POVEDA,14.591056,121.057723,NB,ACCIDENT,2.0,BUS AND AUV
2019-07-11 6:15 PM,Mandaluyong,EDSA SM LIGHTMALL MADISON,14.574014000000002,121.04841,NB,ACCIDENT,1.0,BICYCLE AND AUV
2019-07-11 6:38 PM,Quezon City,EDSA KAMIAS,14.630770000000002,121.045968,NB,ACCIDENT,1.0,CAR AND VAN
2019-07-11 6:50 PM,Quezon City,EDSA TIMOG,14.63291,121.044944,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-11 6:43 PM,Marikina,MARCOS HIGHWAY LRT SANTOLAN,14.622242000000002,121.086405,EB,ACCIDENT,1.0,CAR AND PUJ
2019-07-11 7:21 PM,Makati City,EDSA GUADALUPE,14.566348,121.045356,NB,ACCIDENT,1.0,2CARS
2019-07-11 7:57 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,ACCIDENT,1.0,MC AND BUS
2019-07-11 8:26 PM,Pasig City,ORTIGAS MERALCO FLYOVER,14.584442,121.063798,EB,MULTIPLE COLLISION,1.0,2CARS AND SUV
2019-07-12 5:18 AM,Quezon City,EDSA WHITEPLAINS,14.599652,121.05969,SB,ACCIDENT,1.0,CAR AND PEDESTRIAN
2019-07-12 6:26 AM,Quezon City,CONGRESSIONAL VISAYAS,14.672013,121.043424,WB,ACCIDENT,1.0,TRUCK AND CAR
2019-07-12 7:39 AM,Quezon City,COMMONWEALTH SANDIGAN,14.686982999999998,121.087042,WB,HIT AND RUN,1.0,CAR
2019-07-12 8:20 AM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,SB,ACCIDENT,1.0,MC AND CAR
2019-07-12 8:27 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,INNOVA AND CAR
2019-07-12 8:51 AM,Quezon City,COMMONWEALTH CENTRAL,14.660874,121.063706,WB,ACCIDENT,1.0,TAXI AND MC
2019-07-12 9:47 AM,Quezon City,QUEZON AVE AGHAM,14.646323,121.040861,WB,ACCIDENT,1.0,2 MC'S
2019-07-12 9:53 AM,Quezon City,EDSA WHITE PLAINS,14.599652,121.05969,NB,ACCIDENT,1.0,SUV AND CAR
2019-07-12 10:26 AM,Makati City,EDSA GUADALUPE MRT,14.566651,121.045458,NB,ACCIDENT,1.0,BUS AND TAXI
2019-07-12 10:43 AM,Pasay City,ROXAS BLVD HK PLAZA,14.546457,120.990929,SB,ACCIDENT,1.0,VAN AND MC
2019-07-12 10:51 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,NB,ACCIDENT,1.0,MC AND BUS
2019-07-12 12:36 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,2 CARS
2019-07-12 12:57 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND MC
2019-07-12 1:15 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,SB,ACCIDENT,1.0,BJMP SERVICE AND MC
2019-07-12 2:41 PM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,ACCIDENT,1.0,BUS AND AUV
2019-07-12 3:54 PM,Quezon City,C5 CALLE INDUSTRIA,14.605472,121.079122,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-12 4:30 PM,Quezon City,C5 CP GARCIA AVE,14.648274,121.074353,SB,ACCIDENT,1.0,TRUCK AND CAR
2019-07-12 4:40 PM,Makati City,EDSA KALAYAAN AVE,14.55778,121.038293,NB,ACCIDENT,1.0,CAR AND VAN
2019-07-12 4:46 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,ACCIDENT,1.0,AUV AND CAR
2019-07-12 5:03 PM,Quezon City,COMMONWEALTH TECHNOHUB,14.656444,121.056948,EB,ACCIDENT,1.0,SUV AND MOTORCYCLE
2019-07-12 5:48 PM,Quezon City,EDSA MRT SANTOLAN,14.609768,121.055583,NB,ACCIDENT,2.0,CAR AND VAN
2019-07-12 5:52 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,AUV AND MOTORCYCLE
2019-07-12 5:52 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,AUV AND MOTORCYCLE
2019-07-12 5:48 PM,Quezon City,EDSA MRT SANTOLAN,14.609768,121.055583,NB,ACCIDENT,2.0,CAR AND VAN
2019-07-12 9:50 PM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,NB,ACCIDENT,2.0,BUS AND CAR
2019-07-12 10:40 PM,Quezon City,EDSA REGALIA,14.615891,121.052848,NB,ACCIDENT,2.0,BUS AND PICK-UP
2019-07-12 10:34 PM,Quezon City,EDSA GATE 4 CAMP AGUINALDO,14.601281,121.059358,NB,ACCIDENT,1.0,BUS AND SUV
2019-07-12 11:08 PM,Quezon City,QUEZON AVE HI-TOP,14.642921,121.035521,EB,ACCIDENT,1.0,SUV AND CLOSED VAN
2019-07-12 11:24 PM,Makati City,EDSA AYALA,14.550028,121.029058,SB,ACCIDENT,1.0,CAR AND VAN
2019-07-13 11:54 PM,Pasay City,EDSA FIVE STAR TERMINAL,14.537793,121.003214,NB,ACCIDENT,1.0,BUS AND AUV
2019-07-13 1:31 AM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,SUV AND DUMP TRUCK
2019-07-13 6:49 AM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,SB,ACCIDENT,1.0,CAR AND MC
2019-07-13 6:56 AM,Quezon City,QUEZON AVE FISHERMALL,14.633216,121.019723,WB,ACCIDENT,1.0,CAR AND CLOSED VAN
2019-07-13 7:15 AM,Quezon City,AURORA HEMADY,14.61508,121.03694,EB,ACCIDENT,1.0,MC AND AMBULANCE
2019-07-13 9:43 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-13 11:06 AM,Quezon City,EDSA P TUAZON,14.616404,121.052548,SB,ACCIDENT,1.0,BUS AND TAXI
2019-07-13 11:06 AM,Quezon City,EDSA FEMA ROAD,14.657567000000002,121.015981,NB,ACCIDENT,1.0,2 AUV
2019-07-13 11:06 AM,Quezon City,EDSA FEMA ROAD,14.657567000000002,121.015981,NB,ACCIDENT,1.0,2 AUV
2019-07-13 5:33 PM,Pasig City,MERALCO AVE METROWALK,14.587412,121.06391399999998,NB,ACCIDENT,2.0,CAR AND TRUCK
2019-07-13 6:07 PM,Quezon City,COMMONWEALTH LUZON,14.66533,121.070469,EB,ACCIDENT,2.0,CAR AND SUV
2019-07-13 6:15 PM,Quezon City,C5 UP TOWN CENTER KATIPUNAN,14.651395,121.074415,SB,ACCIDENT,1.0,CAR AND AUV
2019-07-13 7:20 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,1.0,BICYCLE AND SUV
2019-07-13 7:28 PM,Quezon City,COMMONWEALTH DILIMAN PREPARATORY,14.674882,121.081396,EB,ACCIDENT,1.0,VAN AND AUV
2019-07-13 8:32 PM,Quezon City,COMMONWEALTH FERIA,14.671844,121.078962,EB,ACCIDENT,1.0,MC AND CAR
2019-07-13 9:51 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,PUJ AND VAN
2019-07-14 9:42 AM,Quezon City,COMMONWEALTH HOME DEPOT,14.667981,121.074467,EB,ACCIDENT,1.0,TAXI AND MC
2019-07-14 10:33 AM,Quezon City,EDSA FARMERS,14.619717,121.050978,NB,ACCIDENT,1.0,TAXI AND CAR
2019-07-14 3:16 PM,Parañaque,ROXAS BLVD CITY OF DREAMS,14.524176999999998,120.993725,SB,ACCIDENT,1.0,BUS AND CAR
2019-07-14 6:17 PM,Makati City,EDSA MAGALLANES,14.540271,121.016837,SB,HIT AND RUN,1.0,MC AND CAR
2019-07-14 6:30 PM,Quezon City,EDSA WEST AVE,14.655678,121.029709,SB,ACCIDENT,1.0,SUV AND TAXI
2019-07-15 5:00 AM,Quezon City,KATIPUNAN MIRIAM,14.644291,121.074626,SB,MULTIPLE COLLISION,1.0,VAN CAR AND SUV
2019-07-15 5:14 AM,Mandaluyong,EDSA ORTIGAS,14.586681,121.056314,SB,ACCIDENT,1.0,BUS AND TRUCK
2019-07-15 6:40 AM,Parañaque,ROXAS AIRPORT ROAD,14.517441,120.993209,NB,ACCIDENT,1.0,TAXI AND CAR
2019-07-15 7:00 AM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,MULTIPLE COLLISION,2.0,TAXI PUJ AND MC
2019-07-15 7:12 AM,Quezon City,QUEZON AVE D TUAZON,14.620126,121.004343,WB,ACCIDENT,1.0,CAR AND MC
2019-07-15 7:29 AM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,EB,ACCIDENT,1.0,PICK-UP AND MC
2019-07-15 8:32 AM,Parañaque,ROXAS BLVD AIRPORT ROAD,14.527329,120.993651,NB,ACCIDENT,1.0,TAXI AND L300
2019-07-15 9:40 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,CAR AND MC
2019-07-15 11:56 AM,Pasay City,EDSA CABRERA VICTORY,14.538185999999998,121.006433,SB,ACCIDENT,1.0,PUJ AND BUS
2019-07-15 12:41 PM,Quezon City,MINDANAO CONGRESSIONAL,14.667917999999998,121.033972,EB,ACCIDENT,1.0,SUV AND MC
2019-07-15 3:06 PM,Makati City,EDSA GUADALUPE ORENSE,14.561654999999998,121.042832,NB,ACCIDENT,1.0,MC AND CAR
2019-07-16 11:47 PM,Makati City,C5 KALAYAAN ELEVATED UTS,14.556079,121.062936,SB,ACCIDENT,1.0,2 CARS
2019-07-16 5:20 AM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,ACCIDENT,1.0,BUS AND CAR
2019-07-16 7:01 AM,Pasig City,ORTIGAS MERALCO,14.588871,121.065865,SB,ACCIDENT,1.0,MC
2019-07-16 7:21 AM,Pasig City,ORTIGAS EMERALD,14.586343,121.061481,EB,ACCIDENT,1.0,MC AND BIKE
2019-07-16 7:29 AM,Pasig City,C5 ORTIGAS,14.589706,121.079945,SB,ACCIDENT,1.0,MC AND SUV
2019-07-16 7:34 AM,Quezon City,EDSA NORTH AVE,14.655615,121.029875,EB,ACCIDENT,1.0,MC AND PUJ
2019-07-16 7:35 AM,Quezon City,EDSA P TUAZON TUNNEL,14.616404,121.052548,NB,ACCIDENT,1.0,2 MC
2019-07-16 8:25 AM,Pasig City,C5 BAGONG ILOG FLYOVER,14.564141,121.069619,SB,ACCIDENT,1.0,MC
2019-07-16 8:25 AM,Pasig City,MARCOS HIGHWAY TAYUG,14.61864,121.092133,WB,ACCIDENT,1.0,PUJ AND MC
2019-07-16 8:43 AM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,SB,ACCIDENT,1.0,TRUCK AND CAR
2019-07-16 8:48 AM,Makati City,EDSA MAGALLANES FLYOVER,14.540271,121.016837,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-16 9:15 AM,Manila,GUANZON QUIRINO,14.59292,121.00153600000002,EB,ACCIDENT,1.0,L300 AND MC
2019-07-16 10:36 AM,Quezon City,EDSA TIMOG FLYOVER,14.63291,121.044944,SB,ACCIDENT,1.0,VAN AND CAR
2019-07-16 10:42 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,BUS AND TAXI
2019-07-16 11:34 AM,Mandaluyong,EDSA RELIANCE,14.576702,121.050365,SB,ACCIDENT,1.0,SUV AND TAXI
2019-07-16 12:21 PM,Quezon City,C5 LIBIS FLYOVER,14.615416,121.074246,SB,ACCIDENT,1.0,CLOSED VAN AND TAXI
2019-07-16 2:07 PM,Quezon City,EDSA SANTOLAN FLYOVER,14.609768,121.055583,SB,ACCIDENT,1.0,CAR AND BUS
2019-07-16 2:25 PM,Parañaque,ROXAS BLVD BRADCO AVE,14.529609,120.993387,SB,MULTIPLE COLLISION,2.0,2-SUV AND AUV
2019-07-16 2:46 PM,Mandaluyong,EDSA GUADIX DRIVE,14.589432,121.057243,NB,ACCIDENT,1.0,MOTORCYCLE
2019-07-16 3:27 PM,Quezon City,C5 GREENMEADOWS,14.601442,121.079351,NB,ACCIDENT,1.0,MOTORCYCLE AND AUV
2019-07-16 3:50 PM,Quezon City,AURORA BLVD KATIPUNAN AVE,14.631692,121.074217,WB,ACCIDENT,1.0,MOTORCYCLE AND CAR
2019-07-16 3:53 PM,San Juan,CLUB FILIPINO AVE,14.603141,121.047868,NB,ACCIDENT,1.0,MOTORCYCLE AND AUV
2019-07-16 4:11 PM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,NB,ACCIDENT,1.0,2-CARS
2019-07-16 4:25 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,NB,ACCIDENT,1.0,2-CARS
2019-07-17 7:07 AM,Parañaque,MACAPAGAL ASIANA,14.52513,120.990345,NB,ACCIDENT,1.0,AUV AND CAR
2019-07-17 7:30 AM,Quezon City,EDSA ROCHESTER,14.59758,121.059718,SB,ACCIDENT,1.0,2 CARS
2019-07-17 8:52 AM,Quezon City,MINDANAO NORTH,14.654561,121.035162,NB,ACCIDENT,1.0,MC AND UV
2019-07-17 2:44 PM,Pasig City,C5 BAGONG ILOG,14.564141,121.069619,SB,ACCIDENT,1.0,2MOTORCYCLE
2019-07-17 3:06 PM,Quezon City,EDSA SANTOLAN FLYOVER,14.609768,121.055583,NB,ACCIDENT,1.0,CAR AND MC
2019-07-17 3:27 PM,Quezon City,EDSA SANTOLAN,14.609768,121.055583,NB,ACCIDENT,1.0,BUS AND VAN
2019-07-17 5:23 PM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,1.0,CAR AND MC
2019-07-17 6:49 PM,Mandaluyong,EDSA ORTIGAS UTS,14.586681,121.056314,SB,ACCIDENT,1.0,CAR AND BUS
2019-07-17 9:31 PM,Mandaluyong,EDSA MEGAMALL,14.584488,121.055562,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-18 5:48 AM,Quezon City,COMMONWEALTH PURE GOLD,14.666161,121.07165,WB,ACCIDENT,1.0,SUV AND AUV
2019-07-18 7:21 AM,Quezon City,ELLIPTICAL ROAD VISAYAS AVE.,14.654185,121.047569,WB,ACCIDENT,1.0,TAXI AND AUV
2019-07-18 7:40 AM,Quezon City,EDSA NEW YORK,14.625695,121.048294,SB,ACCIDENT,1.0,2 BUSES
2019-07-18 7:45 AM,Makati City,EDSA BUENDIA FLYOVER,14.554949,121.034967,NB,MULTIPLE COLLISION,2.0,MC CAR AND AUV
2019-07-18 7:49 AM,Manila,R-10 CAPULONG,14.620391,120.959766,NB,ACCIDENT,1.0,TRACTOR AND MC
2019-07-18 9:20 AM,Pasig City,ORTIGAS EMERALD,14.586343,121.061481,EB,ACCIDENT,1.0,CAR AND MC
2019-07-18 9:58 AM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,EB,MULTIPLE COLLISION,2.0,CLOSED VAN AND 2 PUJ
2019-07-18 12:08 PM,Makati City,EDSA BUENDIA,14.554949,121.034967,SB,ACCIDENT,1.0,TAXI AND CAR
2019-07-18 12:25 PM,Quezon City,EDSA KAMUNING,14.630769,121.045945,SB,ACCIDENT,1.0,BUS AND PICK-UP
2019-07-18 3:21 PM,Mandaluyong,ORTIGAS LASALLE,14.595455,121.055378,WB,ACCIDENT,2.0,AUV AND CAR
2019-07-18 4:26 PM,Pasay City,EDSA TAFT ROTONDA SOGO,14.537447,121.000652,NB,ACCIDENT,1.0,MOTORCYCLE
2019-07-18 4:46 PM,Pasig City,C5 LANUZA,14.577625,121.073462,NB,ACCIDENT,1.0,2CARS
2019-07-18 5:15 PM,Quezon City,EDSA TIMOG FLYOVER,14.63291,121.044944,NB,ACCIDENT,1.0,SUV AND CAR
2019-07-18 6:33 PM,Makati City,C5 MARKET MARKET,14.549718,121.05755,NB,ACCIDENT,1.0,SUV AND CAR
2019-07-18 7:45 PM,Pasig City,C5 BAGONG ILOG,14.564141,121.069619,NB,ACCIDENT,2.0,SUV AND CAR
2019-07-19 6:11 AM,Quezon City,MINDANAO AVE OLAP,14.678839000000002,121.032123,SB,ACCIDENT,1.0,SUV AND PICK-UP
2019-07-19 7:14 AM,Quezon City,C5 LIBIS,14.603015,121.079256,WB,ACCIDENT,1.0,CAR AND PICK UP
2019-07-19 8:14 AM,Makati City,C5 MCKINLEY,14.54081,121.055331,SB,ACCIDENT,1.0,MC AND SUV
2019-07-19 8:25 AM,Quezon City,AURORA KATIPUNAN,14.631692,121.074217,NB,ACCIDENT,1.0,CAR AND BUS
2019-07-19 9:16 AM,Pasig City,MARCOS HIGHWAY LIGAYA,14.618807,121.092719,EB,ACCIDENT,1.0,CAR AND PUJ
2019-07-19 11:23 AM,Quezon City,ORTIGAS ROBINSONS GALLERIA,14.592515,121.058225,EB,ACCIDENT,1.0,2 CARS
2019-07-19 11:40 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,CAR AND PICK-UP
2019-07-19 12:03 PM,Mandaluyong,QUEZON AVE EDSA TUNNEL,14.582431,121.054467,WB,ACCIDENT,1.0,INNOVA CAR
2019-07-19 12:07 PM,Quezon City,E ROD CHRIST THE KING,14.623788,121.030625,EB,ACCIDENT,1.0,CAR AND SUV
2019-07-19 12:45 PM,Quezon City,QUEZON AVE DELTA,14.637473000000002,121.026629,WB,MULTIPLE COLLISION,1.0,2 VAN AND CAR
2019-07-19 1:00 PM,Pasig City,C5 EAGLE ST,14.584182,121.077885,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-19 1:35 PM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,2 BUSES
2019-07-19 1:45 PM,Makati City,EDSA AYALA TUNNEL,14.550028,121.029058,NB,ACCIDENT,1.0,CAR AND SUV
2019-07-19 2:37 PM,Quezon City,EDSA CONNECTICUT,14.6017,121.059252,SB,ACCIDENT,1.0,BUS AND CAR
2019-07-19 4:09 PM,Quezon City,EDSA SANTOLAN FLYOVER,14.609768,121.055583,SB,ACCIDENT,1.0,VAN AND AUV
2019-07-19 5:02 PM,Pasig City,C5 LANUZA,14.577625,121.073462,SB,ACCIDENT,1.0,UV EXPRESS AND MOTORCYCLE
2019-07-19 5:04 PM,Mandaluyong,EDSA ORTIGAS FLYOVER,14.586681,121.056314,SB,MULTIPLE COLLISION,1.0,SUV AUV AND CAR
2019-07-19 5:34 PM,Pasig City,ORTIGAS AVE MERALCO,14.588796,121.063858,SB,ACCIDENT,1.0,MOTORCYCLE AND SUV
2019-07-19 5:51 PM,Pasig City,ORTIGAS AVE MERALCO,14.588796,121.063858,SB,MULTIPLE COLLISION,1.0,2 MOTORCYCLE AND CAR
2019-07-19 10:01 PM,Mandaluyong,EDSA QUEZON AVE,14.582431,121.054467,NB,ACCIDENT,2.0,BUS AND AUV
2019-07-19 10:33 PM,Quezon City,EDSA SM NORTH,14.662621,121.0664,NB,ACCIDENT,1.0,BUS AND CAR
2019-07-20 3:37 AM,Pasig City,C5 ORTIGAS FLYOVER,14.589706,121.079945,NB,ACCIDENT,1.0,MIXER
2019-07-20 4:07 AM,Quezon City,EDSA BALIWAG,14.62385,121.049123,NB,ACCIDENT,1.0,SUV AND CAR
2019-07-20 5:53 AM,Quezon City,EDSA PARAMOUNT,14.655615,121.029875,SB,ACCIDENT,1.0,MC AND L300
2019-07-20 6:38 AM,Makati City,C5 KALAYAAN,14.556079,121.062936,SB,ACCIDENT,1.0,CAR AND MC
2019-07-20 7:18 AM,Mandaluyong,ORTIGAS EDSA SHRINE,14.586681,121.056314,EB,ACCIDENT,1.0,CAR AND MC
2019-07-20 8:20 AM,Quezon City,QUEZON AVE FISHERMALL,14.633216,121.019723,EB,ACCIDENT,1.0,UV EXPRESS AND PUJ
2019-07-20 9:19 AM,Quezon City,ORTIGAS ROBINSONS,14.592515,121.058225,EB,ACCIDENT,1.0,CAR AND MC
2019-07-20 9:23 AM,Quezon City,EDSA MAIN AVE,14.61366,121.053801,SB,ACCIDENT,1.0,CAR AND VAN
2019-07-20 10:00 AM,Pasig City,EMERALD SAPPHIRE,14.588901000000002,121.062448,EB,ACCIDENT,1.0,2 CARS
2019-07-20 10:09 AM,Quezon City,EDSA NORTH AVE,14.655615,121.029875,NB,ACCIDENT,1.0,UV EXPRESS AND CAR
2019-07-20 11:28 AM,Quezon City,NORTH AVE SM NORTH,14.654923000000002,121.033441,WB,ACCIDENT,1.0,AUV AND MC
2019-07-20 12:30 PM,Mandaluyong,EDSA QUEZON AVE,14.582431,121.054467,SB,ACCIDENT,1.0,CAR AND PICK UP
2019-07-20 1:43 PM,Pasig City,MARCOS HIGHWAY LIGAYA,14.618807,121.092719,WB,ACCIDENT,1.0,ELF TRUCK AND TRUCK
2019-07-20 1:50 PM,Mandaluyong,EDSA SHANGRILA,14.582479,121.054486,NB,ACCIDENT,1.0,BUS AND VAN
2019-07-20 2:38 PM,Mandaluyong,EDSA PIONEER,14.572454,121.047299,NB,ACCIDENT,1.0,2 BUSES
2019-07-20 2:45 PM,Mandaluyong,EDSA BONI,14.574014000000002,121.04841,NB,ACCIDENT,1.0,CAR AND TAXI
2019-07-20 2:58 PM,Mandaluyong,EDSA BONI PIONEER,14.572454,121.047299,NB,ACCIDENT,2.0,2BUSES
2019-07-20 3:07 PM,Quezon City,COMMONWEALTH ST PETER,14.663201,121.067292,WB,ACCIDENT,1.0,SUV AND CAR
